sample_id,category,label,class
cookie/test/crack/018,cookie,1,B_depth_only+G_breaks
cookie/test/crack/019,cookie,1,D_both_wrong
cookie/test/crack/020,cookie,1,A_rgb_only+F_fixes_depth
cookie/test/crack/021,cookie,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
cookie/test/crack/022,cookie,1,D_both_wrong
cookie/test/crack/023,cookie,1,D_both_wrong
cookie/test/crack/024,cookie,1,B_depth_only+G_breaks
cookie/test/crack/025,cookie,1,A_rgb_only+F_fixes_depth
cookie/test/crack/026,cookie,1,A_rgb_only+F_fixes_depth
cookie/test/good/000,cookie,0,B_depth_only+G_breaks
cookie/test/good/001,cookie,0,B_depth_only+G_breaks
cookie/test/good/002,cookie,0,C_both_correct
cookie/test/good/003,cookie,0,A_rgb_only+F_fixes_depth
cookie/test/good/004,cookie,0,B_depth_only+G_breaks
cookie/test/good/005,cookie,0,C_both_correct
cookie/test/good/006,cookie,0,C_both_correct
cookie/test/good/007,cookie,0,B_depth_only+E_fixes_rgb
cookie/test/good/008,cookie,0,A_rgb_only+F_fixes_depth
cookie/test/good/009,cookie,0,C_both_correct+G_breaks
cookie/test/good/010,cookie,0,C_both_correct
cookie/test/good/011,cookie,0,C_both_correct
cookie/test/good/012,cookie,0,C_both_correct
cookie/test/good/013,cookie,0,C_both_correct
cookie/test/good/014,cookie,0,C_both_correct
cookie/test/good/015,cookie,0,C_both_correct
cookie/test/good/016,cookie,0,C_both_correct
cookie/test/good/017,cookie,0,C_both_correct
cookie/test/good/018,cookie,0,C_both_correct
cookie/test/good/019,cookie,0,A_rgb_only+F_fixes_depth
cookie/test/good/020,cookie,0,B_depth_only+E_fixes_rgb
cookie/test/good/021,cookie,0,B_depth_only+E_fixes_rgb
cookie/test/good/022,cookie,0,C_both_correct
cookie/test/good/023,cookie,0,C_both_correct
cookie/test/good/024,cookie,0,C_both_correct
cookie/test/good/025,cookie,0,B_depth_only+E_fixes_rgb
cookie/test/good/026,cookie,0,B_depth_only+G_breaks
cookie/test/good/027,cookie,0,C_both_correct
cookie/test/hole/000,cookie,1,B_depth_only+G_breaks
cookie/test/hole/001,cookie,1,D_both_wrong
cookie/test/hole/002,cookie,1,D_both_wrong
cookie/test/hole/003,cookie,1,D_both_wrong
cookie/test/hole/004,cookie,1,D_both_wrong
cookie/test/hole/005,cookie,1,D_both_wrong
cookie/test/hole/006,cookie,1,A_rgb_only+G_breaks
cookie/test/hole/007,cookie,1,D_both_wrong
cookie/test/hole/008,cookie,1,A_rgb_only+G_breaks
cookie/test/hole/009,cookie,1,D_both_wrong
cookie/test/hole/010,cookie,1,D_both_wrong
cookie/test/hole/011,cookie,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
cookie/test/hole/012,cookie,1,D_both_wrong
cookie/test/hole/013,cookie,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
cookie/test/hole/014,cookie,1,D_both_wrong
cookie/test/hole/015,cookie,1,D_both_wrong
cookie/test/hole/016,cookie,1,B_depth_only+G_breaks
cookie/test/hole/017,cookie,1,B_depth_only+G_breaks
cookie/test/hole/018,cookie,1,D_both_wrong
cookie/test/hole/019,cookie,1,D_both_wrong
cookie/test/hole/020,cookie,1,C_both_correct+G_breaks
cookie/test/hole/021,cookie,1,D_both_wrong
cookie/test/hole/022,cookie,1,D_both_wrong
cookie/test/hole/023,cookie,1,D_both_wrong
cookie/test/hole/024,cookie,1,D_both_wrong
cookie/test/hole/025,cookie,1,D_both_wrong
dowel/test/bent/000,dowel,1,D_both_wrong
dowel/test/bent/001,dowel,1,D_both_wrong
dowel/test/bent/002,dowel,1,D_both_wrong
dowel/test/bent/003,dowel,1,D_both_wrong
dowel/test/bent/004,dowel,1,A_rgb_only+F_fixes_depth
dowel/test/bent/005,dowel,1,A_rgb_only+G_breaks
dowel/test/bent/006,dowel,1,D_both_wrong
dowel/test/bent/007,dowel,1,D_both_wrong
dowel/test/bent/008,dowel,1,D_both_wrong
dowel/test/bent/009,dowel,1,D_both_wrong
dowel/test/bent/010,dowel,1,D_both_wrong
dowel/test/bent/011,dowel,1,D_both_wrong
dowel/test/bent/012,dowel,1,D_both_wrong
dowel/test/bent/013,dowel,1,D_both_wrong
dowel/test/bent/014,dowel,1,D_both_wrong
dowel/test/bent/015,dowel,1,D_both_wrong
dowel/test/bent/016,dowel,1,D_both_wrong
dowel/test/bent/017,dowel,1,D_both_wrong
dowel/test/bent/018,dowel,1,D_both_wrong
dowel/test/bent/019,dowel,1,D_both_wrong
dowel/test/bent/020,dowel,1,D_both_wrong
dowel/test/bent/021,dowel,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
dowel/test/bent/022,dowel,1,D_both_wrong
dowel/test/bent/023,dowel,1,D_both_wrong
dowel/test/bent/024,dowel,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
dowel/test/bent/025,dowel,1,D_both_wrong
dowel/test/bent/026,dowel,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
dowel/test/combined/000,dowel,1,D_both_wrong
dowel/test/combined/001,dowel,1,A_rgb_only+F_fixes_depth
dowel/test/combined/002,dowel,1,D_both_wrong
dowel/test/combined/003,dowel,1,D_both_wrong
dowel/test/combined/004,dowel,1,D_both_wrong
dowel/test/combined/005,dowel,1,D_both_wrong
dowel/test/combined/006,dowel,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
dowel/test/combined/007,dowel,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
dowel/test/combined/008,dowel,1,D_both_wrong
dowel/test/combined/009,dowel,1,D_both_wrong
dowel/test/combined/010,dowel,1,D_both_wrong
dowel/test/combined/011,dowel,1,D_both_wrong
dowel/test/combined/012,dowel,1,D_both_wrong
dowel/test/combined/013,dowel,1,D_both_wrong
dowel/test/combined/014,dowel,1,B_depth_only+G_breaks
dowel/test/combined/015,dowel,1,D_both_wrong
dowel/test/combined/016,dowel,1,D_both_wrong
dowel/test/combined/017,dowel,1,D_both_wrong
dowel/test/combined/018,dowel,1,D_both_wrong
dowel/test/combined/019,dowel,1,A_rgb_only+G_breaks
dowel/test/combined/020,dowel,1,D_both_wrong
dowel/test/combined/021,dowel,1,D_both_wrong
dowel/test/combined/022,dowel,1,D_both_wrong
dowel/test/combined/023,dowel,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
dowel/test/combined/024,dowel,1,D_both_wrong
dowel/test/combined/025,dowel,1,A_rgb_only+F_fixes_depth
dowel/test/contamination/000,dowel,1,D_both_wrong
dowel/test/contamination/001,dowel,1,D_both_wrong
dowel/test/contamination/002,dowel,1,D_both_wrong
dowel/test/contamination/003,dowel,1,D_both_wrong
dowel/test/contamination/004,dowel,1,D_both_wrong
dowel/test/contamination/005,dowel,1,D_both_wrong
dowel/test/contamination/006,dowel,1,D_both_wrong
dowel/test/contamination/007,dowel,1,D_both_wrong
dowel/test/contamination/008,dowel,1,D_both_wrong
dowel/test/contamination/009,dowel,1,A_rgb_only+G_breaks
dowel/test/contamination/010,dowel,1,D_both_wrong
dowel/test/contamination/011,dowel,1,D_both_wrong
dowel/test/contamination/012,dowel,1,A_rgb_only+G_breaks
dowel/test/contamination/013,dowel,1,D_both_wrong
dowel/test/contamination/014,dowel,1,D_both_wrong
dowel/test/contamination/015,dowel,1,C_both_correct
dowel/test/contamination/016,dowel,1,A_rgb_only+G_breaks
dowel/test/contamination/017,dowel,1,D_both_wrong
dowel/test/contamination/018,dowel,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
dowel/test/contamination/019,dowel,1,D_both_wrong
dowel/test/contamination/020,dowel,1,D_both_wrong
dowel/test/contamination/021,dowel,1,D_both_wrong
dowel/test/contamination/022,dowel,1,D_both_wrong
dowel/test/contamination/023,dowel,1,D_both_wrong
dowel/test/contamination/024,dowel,1,D_both_wrong
dowel/test/contamination/025,dowel,1,D_both_wrong
dowel/test/cut/000,dowel,1,A_rgb_only+F_fixes_depth
dowel/test/cut/001,dowel,1,D_both_wrong
dowel/test/cut/002,dowel,1,D_both_wrong
dowel/test/cut/003,dowel,1,D_both_wrong
dowel/test/cut/004,dowel,1,D_both_wrong
dowel/test/cut/005,dowel,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
dowel/test/cut/006,dowel,1,D_both_wrong
dowel/test/cut/007,dowel,1,D_both_wrong
dowel/test/cut/008,dowel,1,D_both_wrong
dowel/test/cut/009,dowel,1,A_rgb_only+F_fixes_depth
dowel/test/cut/010,dowel,1,D_both_wrong
dowel/test/cut/011,dowel,1,D_both_wrong
dowel/test/cut/012,dowel,1,D_both_wrong
dowel/test/cut/013,dowel,1,D_both_wrong
dowel/test/cut/014,dowel,1,A_rgb_only+G_breaks
dowel/test/cut/015,dowel,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
dowel/test/cut/016,dowel,1,D_both_wrong
dowel/test/cut/017,dowel,1,D_both_wrong
dowel/test/cut/018,dowel,1,D_both_wrong
dowel/test/cut/019,dowel,1,D_both_wrong
dowel/test/cut/020,dowel,1,D_both_wrong
dowel/test/cut/021,dowel,1,D_both_wrong
dowel/test/cut/022,dowel,1,D_both_wrong
dowel/test/cut/023,dowel,1,D_both_wrong
dowel/test/cut/024,dowel,1,D_both_wrong
dowel/test/good/000,dowel,0,C_both_correct
dowel/test/good/001,dowel,0,C_both_correct
dowel/test/good/002,dowel,0,C_both_correct
dowel/test/good/003,dowel,0,C_both_correct
dowel/test/good/004,dowel,0,C_both_correct
dowel/test/good/005,dowel,0,B_depth_only+E_fixes_rgb
dowel/test/good/006,dowel,0,C_both_correct
dowel/test/good/007,dowel,0,C_both_correct
dowel/test/good/008,dowel,0,C_both_correct
dowel/test/good/009,dowel,0,C_both_correct
dowel/test/good/010,dowel,0,C_both_correct
dowel/test/good/011,dowel,0,C_both_correct
dowel/test/good/012,dowel,0,C_both_correct
dowel/test/good/013,dowel,0,C_both_correct
dowel/test/good/014,dowel,0,B_depth_only+E_fixes_rgb
dowel/test/good/015,dowel,0,C_both_correct
dowel/test/good/016,dowel,0,C_both_correct
dowel/test/good/017,dowel,0,C_both_correct
dowel/test/good/018,dowel,0,B_depth_only+E_fixes_rgb
dowel/test/good/019,dowel,0,C_both_correct
dowel/test/good/020,dowel,0,C_both_correct
dowel/test/good/021,dowel,0,C_both_correct
dowel/test/good/022,dowel,0,C_both_correct
dowel/test/good/023,dowel,0,C_both_correct
dowel/test/good/024,dowel,0,C_both_correct
dowel/test/good/025,dowel,0,C_both_correct
foam/test/color/000,foam,1,A_rgb_only+F_fixes_depth
foam/test/color/001,foam,1,D_both_wrong
foam/test/color/002,foam,1,D_both_wrong
foam/test/color/003,foam,1,A_rgb_only+G_breaks
foam/test/color/004,foam,1,A_rgb_only+G_breaks
foam/test/color/005,foam,1,B_depth_only+G_breaks
foam/test/color/006,foam,1,D_both_wrong
foam/test/color/007,foam,1,D_both_wrong
foam/test/color/008,foam,1,D_both_wrong
foam/test/color/009,foam,1,A_rgb_only+F_fixes_depth
foam/test/color/010,foam,1,A_rgb_only+G_breaks
foam/test/color/011,foam,1,D_both_wrong
foam/test/color/012,foam,1,A_rgb_only+G_breaks
foam/test/color/013,foam,1,C_both_correct+G_breaks
foam/test/color/014,foam,1,D_both_wrong
foam/test/color/015,foam,1,D_both_wrong
foam/test/color/016,foam,1,A_rgb_only+F_fixes_depth
foam/test/color/017,foam,1,A_rgb_only+F_fixes_depth
foam/test/color/018,foam,1,C_both_correct+G_breaks
foam/test/color/019,foam,1,A_rgb_only+F_fixes_depth
foam/test/combined/000,foam,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
foam/test/combined/001,foam,1,A_rgb_only+G_breaks
foam/test/combined/002,foam,1,D_both_wrong
foam/test/combined/003,foam,1,D_both_wrong
foam/test/combined/004,foam,1,D_both_wrong
foam/test/combined/005,foam,1,D_both_wrong
foam/test/combined/006,foam,1,D_both_wrong
foam/test/combined/007,foam,1,A_rgb_only+G_breaks
foam/test/combined/008,foam,1,D_both_wrong
foam/test/combined/009,foam,1,A_rgb_only+F_fixes_depth
foam/test/combined/010,foam,1,D_both_wrong
foam/test/combined/011,foam,1,A_rgb_only+F_fixes_depth
foam/test/combined/012,foam,1,A_rgb_only+F_fixes_depth
foam/test/combined/013,foam,1,D_both_wrong
foam/test/combined/014,foam,1,D_both_wrong
foam/test/combined/015,foam,1,D_both_wrong
foam/test/combined/016,foam,1,D_both_wrong
foam/test/combined/017,foam,1,D_both_wrong
foam/test/combined/018,foam,1,D_both_wrong
foam/test/combined/019,foam,1,B_depth_only+G_breaks
foam/test/contamination/000,foam,1,D_both_wrong
foam/test/contamination/001,foam,1,B_depth_only+G_breaks
foam/test/contamination/002,foam,1,D_both_wrong
foam/test/contamination/003,foam,1,D_both_wrong
foam/test/contamination/004,foam,1,D_both_wrong
foam/test/contamination/005,foam,1,D_both_wrong
foam/test/contamination/006,foam,1,D_both_wrong
foam/test/contamination/007,foam,1,D_both_wrong
foam/test/contamination/008,foam,1,D_both_wrong
foam/test/contamination/009,foam,1,D_both_wrong
foam/test/contamination/010,foam,1,D_both_wrong
foam/test/contamination/011,foam,1,D_both_wrong
foam/test/contamination/012,foam,1,D_both_wrong
foam/test/contamination/013,foam,1,D_both_wrong
foam/test/contamination/014,foam,1,D_both_wrong
foam/test/contamination/015,foam,1,D_both_wrong
foam/test/contamination/016,foam,1,D_both_wrong
foam/test/contamination/017,foam,1,D_both_wrong
foam/test/contamination/018,foam,1,D_both_wrong
foam/test/contamination/019,foam,1,A_rgb_only+F_fixes_depth
foam/test/cut/000,foam,1,D_both_wrong
foam/test/cut/001,foam,1,D_both_wrong
foam/test/cut/002,foam,1,D_both_wrong
foam/test/cut/003,foam,1,D_both_wrong
foam/test/cut/004,foam,1,D_both_wrong
foam/test/cut/005,foam,1,D_both_wrong
foam/test/cut/006,foam,1,D_both_wrong
foam/test/cut/007,foam,1,B_depth_only+G_breaks
foam/test/cut/008,foam,1,D_both_wrong
foam/test/cut/009,foam,1,D_both_wrong
foam/test/cut/010,foam,1,D_both_wrong
foam/test/cut/011,foam,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
foam/test/cut/012,foam,1,D_both_wrong
foam/test/cut/013,foam,1,D_both_wrong
foam/test/cut/014,foam,1,B_depth_only+G_breaks
foam/test/cut/015,foam,1,D_both_wrong
foam/test/cut/016,foam,1,A_rgb_only+G_breaks
foam/test/cut/017,foam,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
foam/test/cut/018,foam,1,D_both_wrong
foam/test/cut/019,foam,1,D_both_wrong
foam/test/good/000,foam,0,C_both_correct
foam/test/good/001,foam,0,C_both_correct
foam/test/good/002,foam,0,C_both_correct
foam/test/good/003,foam,0,C_both_correct
foam/test/good/004,foam,0,C_both_correct
foam/test/good/005,foam,0,A_rgb_only+F_fixes_depth
foam/test/good/006,foam,0,C_both_correct
foam/test/good/007,foam,0,A_rgb_only+F_fixes_depth
foam/test/good/008,foam,0,C_both_correct
foam/test/good/009,foam,0,C_both_correct
foam/test/good/010,foam,0,B_depth_only+G_breaks
foam/test/good/011,foam,0,C_both_correct
foam/test/good/012,foam,0,C_both_correct
foam/test/good/013,foam,0,C_both_correct
foam/test/good/014,foam,0,A_rgb_only+F_fixes_depth
foam/test/good/015,foam,0,C_both_correct
foam/test/good/016,foam,0,C_both_correct
foam/test/good/017,foam,0,C_both_correct
foam/test/good/018,foam,0,A_rgb_only+F_fixes_depth
foam/test/good/019,foam,0,C_both_correct
peach/test/combined/000,peach,1,D_both_wrong
peach/test/combined/001,peach,1,D_both_wrong
peach/test/combined/002,peach,1,D_both_wrong
peach/test/combined/003,peach,1,D_both_wrong
peach/test/combined/004,peach,1,D_both_wrong
peach/test/combined/005,peach,1,D_both_wrong
peach/test/combined/006,peach,1,D_both_wrong
peach/test/combined/007,peach,1,D_both_wrong
peach/test/combined/008,peach,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
peach/test/combined/009,peach,1,D_both_wrong
peach/test/combined/010,peach,1,D_both_wrong
peach/test/combined/011,peach,1,D_both_wrong
peach/test/combined/012,peach,1,D_both_wrong
peach/test/combined/013,peach,1,D_both_wrong
peach/test/combined/014,peach,1,D_both_wrong
peach/test/combined/015,peach,1,D_both_wrong
peach/test/combined/016,peach,1,D_both_wrong
peach/test/combined/017,peach,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
peach/test/combined/018,peach,1,D_both_wrong
peach/test/combined/019,peach,1,D_both_wrong
peach/test/combined/020,peach,1,D_both_wrong
peach/test/combined/021,peach,1,D_both_wrong
peach/test/combined/022,peach,1,D_both_wrong
peach/test/combined/023,peach,1,D_both_wrong
peach/test/combined/024,peach,1,D_both_wrong
peach/test/contamination/000,peach,1,D_both_wrong
peach/test/contamination/001,peach,1,D_both_wrong
peach/test/contamination/002,peach,1,D_both_wrong
peach/test/contamination/003,peach,1,D_both_wrong
peach/test/contamination/004,peach,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
peach/test/contamination/005,peach,1,D_both_wrong
peach/test/contamination/006,peach,1,D_both_wrong
peach/test/contamination/007,peach,1,D_both_wrong
peach/test/contamination/008,peach,1,D_both_wrong
peach/test/contamination/009,peach,1,D_both_wrong
peach/test/contamination/010,peach,1,D_both_wrong
peach/test/contamination/011,peach,1,D_both_wrong
peach/test/contamination/012,peach,1,D_both_wrong
peach/test/contamination/013,peach,1,D_both_wrong
peach/test/contamination/014,peach,1,B_depth_only+G_breaks
peach/test/contamination/015,peach,1,D_both_wrong
peach/test/contamination/016,peach,1,D_both_wrong
peach/test/contamination/017,peach,1,D_both_wrong
peach/test/contamination/018,peach,1,D_both_wrong
peach/test/contamination/019,peach,1,D_both_wrong
peach/test/contamination/020,peach,1,D_both_wrong
peach/test/contamination/021,peach,1,D_both_wrong
peach/test/contamination/022,peach,1,B_depth_only+G_breaks
peach/test/contamination/023,peach,1,D_both_wrong
peach/test/contamination/024,peach,1,D_both_wrong
peach/test/contamination/025,peach,1,D_both_wrong
peach/test/contamination/026,peach,1,D_both_wrong
peach/test/cut/000,peach,1,D_both_wrong
peach/test/cut/001,peach,1,D_both_wrong
peach/test/cut/002,peach,1,D_both_wrong
peach/test/cut/003,peach,1,D_both_wrong
peach/test/cut/004,peach,1,D_both_wrong
peach/test/cut/005,peach,1,D_both_wrong
peach/test/cut/006,peach,1,D_both_wrong
peach/test/cut/007,peach,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
peach/test/cut/008,peach,1,D_both_wrong
peach/test/cut/009,peach,1,D_both_wrong
peach/test/cut/010,peach,1,D_both_wrong
peach/test/cut/011,peach,1,D_both_wrong
peach/test/cut/012,peach,1,D_both_wrong+E_fixes_rgb+F_fixes_depth
peach/test/cut/013,peach,1,D_both_wrong
peach/test/cut/014,peach,1,D_both_wrong
peach/test/cut/015,peach,1,D_both_wrong
peach/test/cut/016,peach,1,D_both_wrong
peach/test/cut/017,peach,1,B_depth_only+G_breaks
peach/test/cut/018,peach,1,D_both_wrong
peach/test/cut/019,peach,1,D_both_wrong
peach/test/cut/020,peach,1,D_both_wrong
peach/test/cut/021,peach,1,D_both_wrong
peach/test/cut/022,peach,1,D_both_wrong
peach/test/cut/023,peach,1,D_both_wrong
peach/test/cut/024,peach,1,D_both_wrong
peach/test/good/000,peach,0,C_both_correct
peach/test/good/001,peach,0,C_both_correct+G_breaks
peach/test/good/002,peach,0,C_both_correct
peach/test/good/003,peach,0,C_both_correct
peach/test/good/004,peach,0,B_depth_only+G_breaks
peach/test/good/005,peach,0,C_both_correct
peach/test/good/006,peach,0,C_both_correct
peach/test/good/007,peach,0,C_both_correct
peach/test/good/008,peach,0,C_both_correct
peach/test/good/009,peach,0,B_depth_only+G_breaks
peach/test/good/010,peach,0,C_both_correct
peach/test/good/011,peach,0,C_both_correct
peach/test/good/012,peach,0,C_both_correct
peach/test/good/013,peach,0,C_both_correct
peach/test/good/014,peach,0,C_both_correct
peach/test/good/015,peach,0,C_both_correct
peach/test/good/016,peach,0,C_both_correct
peach/test/good/017,peach,0,C_both_correct
peach/test/good/018,peach,0,C_both_correct
peach/test/good/019,peach,0,C_both_correct
peach/test/good/020,peach,0,C_both_correct
peach/test/good/021,peach,0,C_both_correct
peach/test/good/022,peach,0,C_both_correct
peach/test/good/023,peach,0,C_both_correct
peach/test/good/024,peach,0,C_both_correct
peach/test/good/025,peach,0,C_both_correct
peach/test/hole/000,peach,1,D_both_wrong
peach/test/hole/001,peach,1,D_both_wrong
peach/test/hole/002,peach,1,D_both_wrong
peach/test/hole/003,peach,1,D_both_wrong
peach/test/hole/004,peach,1,D_both_wrong
peach/test/hole/005,peach,1,D_both_wrong
peach/test/hole/006,peach,1,D_both_wrong
peach/test/hole/007,peach,1,D_both_wrong
peach/test/hole/008,peach,1,D_both_wrong
peach/test/hole/009,peach,1,D_both_wrong
peach/test/hole/010,peach,1,D_both_wrong
peach/test/hole/011,peach,1,D_both_wrong
peach/test/hole/012,peach,1,D_both_wrong
peach/test/hole/013,peach,1,D_both_wrong
peach/test/hole/014,peach,1,D_both_wrong
peach/test/hole/015,peach,1,D_both_wrong
peach/test/hole/016,peach,1,D_both_wrong
peach/test/hole/017,peach,1,D_both_wrong
peach/test/hole/018,peach,1,D_both_wrong
peach/test/hole/019,peach,1,D_both_wrong
peach/test/hole/020,peach,1,D_both_wrong
peach/test/hole/021,peach,1,D_both_wrong
peach/test/hole/022,peach,1,A_rgb_only+G_breaks
peach/test/hole/023,peach,1,D_both_wrong
peach/test/hole/024,peach,1,D_both_wrong
peach/test/hole/025,peach,1,D_both_wrong
peach/test/hole/026,peach,1,D_both_wrong
peach/test/hole/027,peach,1,D_both_wrong
peach/test/hole/028,peach,1,D_both_wrong
potato/test/combined/000,potato,1,D_both_wrong
potato/test/combined/001,potato,1,D_both_wrong
potato/test/combined/002,potato,1,D_both_wrong
potato/test/combined/003,potato,1,D_both_wrong
potato/test/combined/004,potato,1,D_both_wrong
potato/test/combined/005,potato,1,D_both_wrong
potato/test/combined/006,potato,1,A_rgb_only+G_breaks
potato/test/combined/007,potato,1,D_both_wrong
potato/test/combined/008,potato,1,D_both_wrong
potato/test/combined/009,potato,1,D_both_wrong
potato/test/combined/010,potato,1,D_both_wrong
potato/test/combined/011,potato,1,D_both_wrong
potato/test/combined/012,potato,1,D_both_wrong
potato/test/combined/013,potato,1,D_both_wrong
potato/test/combined/014,potato,1,D_both_wrong
potato/test/combined/015,potato,1,D_both_wrong
potato/test/combined/016,potato,1,D_both_wrong
potato/test/combined/017,potato,1,A_rgb_only+G_breaks
potato/test/combined/018,potato,1,D_both_wrong
potato/test/combined/019,potato,1,D_both_wrong
potato/test/combined/020,potato,1,D_both_wrong
potato/test/combined/021,potato,1,D_both_wrong
potato/test/combined/022,potato,1,A_rgb_only+F_fixes_depth
potato/test/contamination/000,potato,1,D_both_wrong
potato/test/contamination/001,potato,1,D_both_wrong
potato/test/contamination/002,potato,1,D_both_wrong
potato/test/contamination/003,potato,1,B_depth_only+G_breaks
potato/test/contamination/004,potato,1,D_both_wrong
potato/test/contamination/005,potato,1,D_both_wrong
potato/test/contamination/006,potato,1,D_both_wrong
potato/test/contamination/007,potato,1,D_both_wrong
potato/test/contamination/008,potato,1,D_both_wrong
potato/test/contamination/009,potato,1,D_both_wrong
potato/test/contamination/010,potato,1,D_both_wrong
potato/test/contamination/011,potato,1,D_both_wrong
potato/test/contamination/012,potato,1,D_both_wrong
potato/test/contamination/013,potato,1,D_both_wrong
potato/test/contamination/014,potato,1,D_both_wrong
potato/test/contamination/015,potato,1,D_both_wrong
potato/test/contamination/016,potato,1,D_both_wrong
potato/test/contamination/017,potato,1,D_both_wrong
potato/test/contamination/018,potato,1,D_both_wrong
potato/test/contamination/019,potato,1,D_both_wrong
potato/test/contamination/020,potato,1,D_both_wrong
potato/test/contamination/021,potato,1,D_both_wrong
potato/test/contamination/022,potato,1,D_both_wrong
potato/test/cut/000,potato,1,D_both_wrong
potato/test/cut/001,potato,1,D_both_wrong
potato/test/cut/002,potato,1,D_both_wrong
potato/test/cut/003,potato,1,D_both_wrong
potato/test/cut/004,potato,1,D_both_wrong
potato/test/cut/005,potato,1,D_both_wrong
potato/test/cut/006,potato,1,D_both_wrong
potato/test/cut/007,potato,1,D_both_wrong
potato/test/cut/008,potato,1,D_both_wrong
potato/test/cut/009,potato,1,D_both_wrong
potato/test/cut/010,potato,1,D_both_wrong
potato/test/cut/011,potato,1,D_both_wrong
potato/test/cut/012,potato,1,D_both_wrong
potato/test/cut/013,potato,1,D_both_wrong
potato/test/cut/014,potato,1,D_both_wrong
potato/test/cut/015,potato,1,D_both_wrong
potato/test/cut/016,potato,1,D_both_wrong
potato/test/cut/017,potato,1,D_both_wrong
potato/test/cut/018,potato,1,D_both_wrong
potato/test/cut/019,potato,1,D_both_wrong
potato/test/cut/020,potato,1,D_both_wrong
potato/test/cut/021,potato,1,D_both_wrong
potato/test/cut/022,potato,1,D_both_wrong
potato/test/good/000,potato,0,C_both_correct
potato/test/good/001,potato,0,C_both_correct
potato/test/good/002,potato,0,C_both_correct
potato/test/good/003,potato,0,C_both_correct
potato/test/good/004,potato,0,C_both_correct
potato/test/good/005,potato,0,C_both_correct
potato/test/good/006,potato,0,C_both_correct
potato/test/good/007,potato,0,C_both_correct
potato/test/good/008,potato,0,C_both_correct
potato/test/good/009,potato,0,C_both_correct
potato/test/good/010,potato,0,C_both_correct
potato/test/good/011,potato,0,C_both_correct
potato/test/good/012,potato,0,C_both_correct
potato/test/good/013,potato,0,C_both_correct
potato/test/good/014,potato,0,C_both_correct
potato/test/good/015,potato,0,C_both_correct
potato/test/good/016,potato,0,C_both_correct
potato/test/good/017,potato,0,C_both_correct
potato/test/good/018,potato,0,C_both_correct
potato/test/good/019,potato,0,C_both_correct
potato/test/good/020,potato,0,C_both_correct
potato/test/good/021,potato,0,C_both_correct
potato/test/hole/000,potato,1,D_both_wrong
potato/test/hole/001,potato,1,D_both_wrong
potato/test/hole/002,potato,1,D_both_wrong
potato/test/hole/003,potato,1,D_both_wrong
potato/test/hole/004,potato,1,D_both_wrong
potato/test/hole/005,potato,1,D_both_wrong
potato/test/hole/006,potato,1,D_both_wrong
potato/test/hole/007,potato,1,D_both_wrong
potato/test/hole/008,potato,1,D_both_wrong
potato/test/hole/009,potato,1,D_both_wrong
potato/test/hole/010,potato,1,D_both_wrong
potato/test/hole/011,potato,1,D_both_wrong
potato/test/hole/012,potato,1,D_both_wrong
potato/test/hole/013,potato,1,D_both_wrong
potato/test/hole/014,potato,1,A_rgb_only+F_fixes_depth
potato/test/hole/015,potato,1,D_both_wrong
potato/test/hole/016,potato,1,D_both_wrong
potato/test/hole/017,potato,1,D_both_wrong
potato/test/hole/018,potato,1,D_both_wrong
potato/test/hole/019,potato,1,D_both_wrong
potato/test/hole/020,potato,1,D_both_wrong
potato/test/hole/021,potato,1,D_both_wrong
potato/test/hole/022,potato,1,D_both_wrong
rope/test/contamination/000,rope,1,A_rgb_only+G_breaks
rope/test/contamination/001,rope,1,A_rgb_only+G_breaks
rope/test/contamination/002,rope,1,D_both_wrong
rope/test/contamination/003,rope,1,C_both_correct
rope/test/contamination/004,rope,1,D_both_wrong
rope/test/contamination/005,rope,1,A_rgb_only+F_fixes_depth
rope/test/contamination/006,rope,1,A_rgb_only+G_breaks
rope/test/contamination/007,rope,1,D_both_wrong
rope/test/contamination/008,rope,1,A_rgb_only+G_breaks
rope/test/contamination/009,rope,1,A_rgb_only+G_breaks
rope/test/contamination/010,rope,1,C_both_correct
rope/test/contamination/011,rope,1,A_rgb_only+G_breaks
rope/test/contamination/012,rope,1,D_both_wrong
rope/test/contamination/013,rope,1,D_both_wrong
rope/test/contamination/014,rope,1,A_rgb_only+G_breaks
